"","Metro","Dimension.Type","Month","Dimension","Measure","Value","YoY"
"25414","Chicago","Job Title","2018-01","Teacher","Median Base Pay","$ 53,074","0.7%"
"25415","Chicago","Job Title","2018-01","Bank Teller","Median Base Pay","$ 29,411","2.2%"
"25416","Chicago","Job Title","2018-01","Customer Service Manager","Median Base Pay","$ 59,383","-1.5%"
"25417","Chicago","Job Title","2018-01","Physical Therapist","Median Base Pay","$ 75,393","-1.3%"
"25418","Chicago","Job Title","2018-01","Mechanical Engineer","Median Base Pay","$ 73,742","0.3%"
"25419","Chicago","Job Title","2018-01","Recruiter","Median Base Pay","$ 53,222","0.2%"
"25420","Chicago","Job Title","2018-01","Design Engineer","Median Base Pay","$ 76,751","1.5%"
"25421","Chicago","Job Title","2018-01","Pharmacy Technician","Median Base Pay","$ 32,226","1.1%"
"25422","Chicago","Job Title","2018-01","Graphic Designer","Median Base Pay","$ 51,018","0.4%"
"25423","Chicago","Job Title","2018-01","Web Developer","Median Base Pay","$ 75,011","2.0%"
"25424","Chicago","Job Title","2018-01","Business Development Manager","Median Base Pay","$ 72,902","-1.2%"
"25425","Chicago","Job Title","2018-01","Data Scientist","Median Base Pay","$ 99,441","-1.2%"
"25426","Chicago","Job Title","2018-01","Buyer","Median Base Pay","$ 64,229","1.0%"
"25427","Chicago","Job Title","2018-01","Data Analyst","Median Base Pay","$ 65,552","0.8%"
"25428","Chicago","Job Title","2018-01","Electrical Engineer","Median Base Pay","$ 78,934","0.4%"
"25429","Chicago","Job Title","2018-01","Attorney","Median Base Pay","$ 110,471","0.1%"
"25430","Chicago","Job Title","2018-01","Human Resources Manager","Median Base Pay","$ 81,042","0.9%"
"25431","Chicago","Job Title","2018-01","Technician","Median Base Pay","$ 48,356","-0.2%"
"25432","Chicago","Job Title","2018-01","Restaurant Cook","Median Base Pay","$ 29,828","4.6%"
"25433","Chicago","Job Title","2018-01","Production Manager","Median Base Pay","$ 70,344","0.7%"
"25434","Chicago","Job Title","2018-01","Manufacturing Engineer","Median Base Pay","$ 74,281","0.7%"
"25435","Chicago","Job Title","2018-01","Retail Key Holder","Median Base Pay","$ 30,930","-0.6%"
"25436","Chicago","Job Title","2018-01","Paralegal","Median Base Pay","$ 56,368","2.5%"
"25437","Chicago","Job Title","2018-01","Java Developer","Median Base Pay","$ 80,086","-1.3%"
"25438","Chicago","Job Title","2018-01","Warehouse Associate","Median Base Pay","$ 47,567","1.8%"
"25439","Chicago","Job Title","2018-01","Property Manager","Median Base Pay","$ 55,747","-0.3%"
"25440","Chicago","Job Title","2018-01","Producer","Median Base Pay","$ 65,672","1.5%"
"25441","Chicago","Job Title","2018-01","Quality Engineer","Median Base Pay","$ 74,506","-0.9%"
"25442","Chicago","Job Title","2018-01","Operations Analyst","Median Base Pay","$ 61,159","-0.3%"
"25443","Chicago","Job Title","2018-01","Medical Assistant","Median Base Pay","$ 36,726","0.8%"
"25444","Chicago","Job Title","2018-01","Tax Manager","Median Base Pay","$ 105,534","-0.9%"
"25445","Chicago","Job Title","2018-01","Technical Editor","Median Base Pay","$ 56,092","0.1%"
"25446","Chicago","Job Title","2018-01","Truck Driver","Median Base Pay","$ 57,442","1.7%"
"25447","Chicago","Job Title","2018-01","Insurance Agent","Median Base Pay","$ 41,456","-1.8%"
"25448","Chicago","Job Title","2018-01","Medical Technologist","Median Base Pay","$ 54,872","3.3%"
"25449","Chicago","Job Title","2018-01","Field Engineer","Median Base Pay","$ 68,778","1.2%"
"25450","Chicago","Job Title","2018-01","Machine Operator","Median Base Pay","$ 39,707","-2.7%"
"25451","Chicago","Job Title","2018-01","Communications Manager","Median Base Pay","$ 76,625","-0.6%"
"25452","Chicago","Job Title","2018-01","Construction Laborer","Median Base Pay","$ 43,683","0.3%"
"25453","Chicago","Job Title","2018-01","Emergency Medical Technician","Median Base Pay","$ 32,651","1.8%"
"25454","Chicago","Job Title","2018-01","Web Designer","Median Base Pay","$ 60,753","1.5%"
"25455","Chicago","Job Title","2018-01","Maintenance Worker","Median Base Pay","$ 43,098","-1.9%"
"25456","Chicago","Job Title","2018-01","Barista","Median Base Pay","$ 25,782","1.6%"
"25457","Chicago","Job Title","2018-01","Bartender","Median Base Pay","$ 34,599","-3.2%"
"25458","Chicago","Job Title","2018-01","Civil Engineer","Median Base Pay","$ 71,387","-1.4%"
"25459","Chicago","Job Title","2018-01","Claims Adjuster","Median Base Pay","$ 54,432","0.4%"
"25460","Chicago","Job Title","2018-01","Certified Nursing Assistant","Median Base Pay","$ 29,988","0.6%"
"25461","Chicago","Job Title","2018-01","Customer Service Representative","Median Base Pay","$ 40,194","1.1%"
"25462","Chicago","Job Title","2018-01","Delivery Driver","Median Base Pay","$ 40,066","3.1%"
"25463","Chicago","Job Title","2018-01","Financial Advisor","Median Base Pay","$ 52,809","0.6%"
"25464","Chicago","Job Title","2018-01","Licensed Practical Nurse","Median Base Pay","$ 49,658","0.7%"
"25465","Chicago","Job Title","2018-01","Loan Officer","Median Base Pay","$ 42,902","-4.5%"
"25466","Chicago","Job Title","2018-01","Maintenance Technician","Median Base Pay","$ 47,661","1.0%"
"25467","Chicago","Job Title","2018-01","Material Handler","Median Base Pay","$ 36,279","0.9%"
"25468","Chicago","Job Title","2018-01","Network Engineer","Median Base Pay","$ 78,864","1.6%"
"25469","Chicago","Job Title","2018-01","Office Manager","Median Base Pay","$ 50,270","-1.0%"
"25470","Chicago","Job Title","2018-01","Pharmacist","Median Base Pay","$ 120,947","0.3%"
"25471","Chicago","Job Title","2018-01","Process Engineer","Median Base Pay","$ 80,839","0.5%"
"25472","Chicago","Job Title","2018-01","Program Manager","Median Base Pay","$ 84,745","-1.5%"
"25473","Chicago","Job Title","2018-01","Research Assistant","Median Base Pay","$ 32,658","-1.5%"
"25474","Chicago","Job Title","2018-01","Restaurant Manager","Median Base Pay","$ 53,041","-1.8%"
"25475","Chicago","Job Title","2018-01","Security Officer","Median Base Pay","$ 36,130","1.3%"
"25476","Chicago","Job Title","2018-01","Server","Median Base Pay","$ 35,203","1.0%"
"25477","Chicago","Job Title","2018-01","Solutions Architect","Median Base Pay","$ 110,086","-1.7%"
"25478","Chicago","Job Title","2018-01","Systems Engineer","Median Base Pay","$ 83,245","1.4%"
"25479","Chicago","Job Title","2018-01","Technical Support","Median Base Pay","$ 52,767","2.8%"
"25480","Chicago","Job Title","2018-01","UX Designer","Median Base Pay","$ 80,919","-1.3%"
"25481","Boston","Job Title","2018-01","Software Engineer","Median Base Pay","$ 97,099","2.3%"
"25482","Boston","Job Title","2018-01","Programmer Analyst","Median Base Pay","$ 76,136","-0.1%"
"25483","Boston","Job Title","2018-01","Consultant","Median Base Pay","$ 93,547","0.4%"
"25484","Boston","Job Title","2018-01","Project Manager","Median Base Pay","$ 82,759","1.0%"
"25485","Boston","Job Title","2018-01","Store Manager","Median Base Pay","$ 57,371","1.3%"
"25486","Boston","Job Title","2018-01","Business Analyst","Median Base Pay","$ 75,304","2.5%"
"25487","Boston","Job Title","2018-01","Cashier","Median Base Pay","$ 30,047","3.3%"
"25488","Boston","Job Title","2018-01","Financial Analyst","Median Base Pay","$ 68,296","2.1%"
"25489","Boston","Job Title","2018-01","Administrative Assistant","Median Base Pay","$ 49,052","1.2%"
"25490","Boston","Job Title","2018-01","Accountant","Median Base Pay","$ 62,450","0.8%"
"25491","Boston","Job Title","2018-01","Sales Representative","Median Base Pay","$ 54,499","3.8%"
"25492","Boston","Job Title","2018-01","Professor","Median Base Pay","$ 121,712","-1.3%"
"25493","Boston","Job Title","2018-01","Registered Nurse","Median Base Pay","$ 77,185","2.1%"
"25494","Boston","Job Title","2018-01","Marketing Manager","Median Base Pay","$ 82,483","1.4%"
"25495","Boston","Job Title","2018-01","Operations Manager","Median Base Pay","$ 75,272","0.8%"
"25496","Boston","Job Title","2018-01","Product Manager","Median Base Pay","$ 105,552","1.7%"
"25497","Boston","Job Title","2018-01","Sales Manager","Median Base Pay","$ 74,462","0.6%"
"25498","Boston","Job Title","2018-01","Teacher","Median Base Pay","$ 57,981","2.3%"
"25499","Boston","Job Title","2018-01","Bank Teller","Median Base Pay","$ 32,398","3.8%"
"25500","Boston","Job Title","2018-01","Customer Service Manager","Median Base Pay","$ 61,147","0.1%"
"25501","Boston","Job Title","2018-01","Physical Therapist","Median Base Pay","$ 74,581","0.2%"
"25502","Boston","Job Title","2018-01","Mechanical Engineer","Median Base Pay","$ 81,145","1.8%"
"25503","Boston","Job Title","2018-01","Recruiter","Median Base Pay","$ 57,635","1.8%"
"25504","Boston","Job Title","2018-01","Design Engineer","Median Base Pay","$ 90,091","3.1%"
"25505","Boston","Job Title","2018-01","Pharmacy Technician","Median Base Pay","$ 32,104","2.7%"
"25506","Boston","Job Title","2018-01","Graphic Designer","Median Base Pay","$ 55,295","2.0%"
"25507","Boston","Job Title","2018-01","Web Developer","Median Base Pay","$ 83,535","3.6%"
"25508","Boston","Job Title","2018-01","Business Development Manager","Median Base Pay","$ 77,687","0.4%"
"25509","Boston","Job Title","2018-01","Data Scientist","Median Base Pay","$ 107,075","0.4%"
"25510","Boston","Job Title","2018-01","Buyer","Median Base Pay","$ 59,586","2.6%"
"25511","Boston","Job Title","2018-01","Data Analyst","Median Base Pay","$ 70,156","2.3%"
"25512","Boston","Job Title","2018-01","Electrical Engineer","Median Base Pay","$ 84,503","2.0%"
"25513","Boston","Job Title","2018-01","Attorney","Median Base Pay","$ 106,620","1.7%"
"25514","Boston","Job Title","2018-01","Human Resources Manager","Median Base Pay","$ 84,790","2.5%"
"25515","Boston","Job Title","2018-01","Technician","Median Base Pay","$ 48,088","1.4%"
"25516","Boston","Job Title","2018-01","Restaurant Cook","Median Base Pay","$ 33,962","6.2%"
"25517","Boston","Job Title","2018-01","Production Manager","Median Base Pay","$ 71,469","2.3%"
"25518","Boston","Job Title","2018-01","Manufacturing Engineer","Median Base Pay","$ 79,278","2.2%"
"25519","Boston","Job Title","2018-01","Retail Key Holder","Median Base Pay","$ 33,465","1.0%"
"25520","Boston","Job Title","2018-01","Paralegal","Median Base Pay","$ 57,555","4.1%"
"25521","Boston","Job Title","2018-01","Java Developer","Median Base Pay","$ 90,708","0.2%"
"25522","Boston","Job Title","2018-01","Warehouse Associate","Median Base Pay","$ 48,263","3.4%"
"25523","Boston","Job Title","2018-01","Property Manager","Median Base Pay","$ 63,212","1.2%"
"25524","Boston","Job Title","2018-01","Producer","Median Base Pay","$ 68,390","3.1%"
"25525","Boston","Job Title","2018-01","Quality Engineer","Median Base Pay","$ 85,140","0.6%"
"25526","Boston","Job Title","2018-01","Operations Analyst","Median Base Pay","$ 59,454","1.3%"
"25527","Boston","Job Title","2018-01","Medical Assistant","Median Base Pay","$ 40,856","2.4%"
"25528","Boston","Job Title","2018-01","Tax Manager","Median Base Pay","$ 108,839","0.6%"
"25529","Boston","Job Title","2018-01","Technical Editor","Median Base Pay","$ 59,161","1.7%"
"25530","Boston","Job Title","2018-01","Truck Driver","Median Base Pay","$ 58,919","3.3%"
"25531","Boston","Job Title","2018-01","Insurance Agent","Median Base Pay","$ 43,775","-0.2%"
"25532","Boston","Job Title","2018-01","Medical Technologist","Median Base Pay","$ 64,057","4.9%"
"25533","Boston","Job Title","2018-01","Field Engineer","Median Base Pay","$ 75,130","2.8%"
"25534","Boston","Job Title","2018-01","Machine Operator","Median Base Pay","$ 42,558","-1.2%"
"25535","Boston","Job Title","2018-01","Communications Manager","Median Base Pay","$ 78,897","1.0%"
"25536","Boston","Job Title","2018-01","Construction Laborer","Median Base Pay","$ 47,660","1.8%"
"25537","Boston","Job Title","2018-01","Emergency Medical Technician","Median Base Pay","$ 41,264","3.3%"
"25538","Boston","Job Title","2018-01","Web Designer","Median Base Pay","$ 65,038","3.1%"
"25539","Boston","Job Title","2018-01","Maintenance Worker","Median Base Pay","$ 44,585","-0.4%"
"25540","Boston","Job Title","2018-01","Barista","Median Base Pay","$ 27,137","3.2%"
"25541","Boston","Job Title","2018-01","Bartender","Median Base Pay","$ 41,121","-1.7%"
"25542","Boston","Job Title","2018-01","Civil Engineer","Median Base Pay","$ 70,355","0.1%"
"25543","Boston","Job Title","2018-01","Claims Adjuster","Median Base Pay","$ 52,521","1.9%"
"25544","Boston","Job Title","2018-01","Certified Nursing Assistant","Median Base Pay","$ 34,513","2.2%"
"25545","Boston","Job Title","2018-01","Customer Service Representative","Median Base Pay","$ 44,259","2.7%"
"25546","Boston","Job Title","2018-01","Delivery Driver","Median Base Pay","$ 43,591","4.8%"
"25547","Boston","Job Title","2018-01","Financial Advisor","Median Base Pay","$ 61,969","2.2%"
"25548","Boston","Job Title","2018-01","Licensed Practical Nurse","Median Base Pay","$ 54,671","2.3%"
"25549","Boston","Job Title","2018-01","Loan Officer","Median Base Pay","$ 47,194","-3.0%"
"25550","Boston","Job Title","2018-01","Maintenance Technician","Median Base Pay","$ 53,246","2.6%"
"25551","Boston","Job Title","2018-01","Material Handler","Median Base Pay","$ 45,450","2.5%"
"25552","Boston","Job Title","2018-01","Network Engineer","Median Base Pay","$ 85,939","3.2%"
"25553","Boston","Job Title","2018-01","Office Manager","Median Base Pay","$ 56,570","0.5%"
"25554","Boston","Job Title","2018-01","Pharmacist","Median Base Pay","$ 120,008","1.9%"
"25555","Boston","Job Title","2018-01","Process Engineer","Median Base Pay","$ 84,428","2.1%"
"25556","Boston","Job Title","2018-01","Program Manager","Median Base Pay","$ 85,715","0.1%"
"25557","Boston","Job Title","2018-01","Research Assistant","Median Base Pay","$ 36,690","0.0%"
"25558","Boston","Job Title","2018-01","Restaurant Manager","Median Base Pay","$ 60,945","-0.3%"
"25559","Boston","Job Title","2018-01","Security Officer","Median Base Pay","$ 41,182","2.8%"
"25560","Boston","Job Title","2018-01","Server","Median Base Pay","$ 40,595","2.6%"
"25561","Boston","Job Title","2018-01","Solutions Architect","Median Base Pay","$ 109,790","-0.1%"
"25562","Boston","Job Title","2018-01","Systems Engineer","Median Base Pay","$ 89,292","3.0%"
"25563","Boston","Job Title","2018-01","Technical Support","Median Base Pay","$ 56,973","4.4%"
"25564","Boston","Job Title","2018-01","UX Designer","Median Base Pay","$ 85,169","0.2%"
"25565","Washington DC","Job Title","2018-01","Software Engineer","Median Base Pay","$ 96,485","2.5%"
"25566","Washington DC","Job Title","2018-01","Programmer Analyst","Median Base Pay","$ 77,781","0.1%"
"25567","Washington DC","Job Title","2018-01","Consultant","Median Base Pay","$ 80,869","0.6%"
"25568","Washington DC","Job Title","2018-01","Project Manager","Median Base Pay","$ 88,463","1.2%"
"25569","Washington DC","Job Title","2018-01","Store Manager","Median Base Pay","$ 56,405","1.5%"
"25570","Washington DC","Job Title","2018-01","Business Analyst","Median Base Pay","$ 76,978","2.7%"
"25571","Washington DC","Job Title","2018-01","Cashier","Median Base Pay","$ 28,670","3.5%"
"25572","Washington DC","Job Title","2018-01","Financial Analyst","Median Base Pay","$ 72,610","2.3%"
"25573","Washington DC","Job Title","2018-01","Administrative Assistant","Median Base Pay","$ 47,443","1.5%"
"25574","Washington DC","Job Title","2018-01","Accountant","Median Base Pay","$ 64,746","1.0%"
"25575","Washington DC","Job Title","2018-01","Sales Representative","Median Base Pay","$ 51,485","4.0%"
"25576","Washington DC","Job Title","2018-01","Professor","Median Base Pay","$ 99,350","-1.0%"
"25577","Washington DC","Job Title","2018-01","Registered Nurse","Median Base Pay","$ 72,420","2.3%"
"25578","Washington DC","Job Title","2018-01","Marketing Manager","Median Base Pay","$ 77,911","1.6%"
"25579","Washington DC","Job Title","2018-01","Operations Manager","Median Base Pay","$ 74,855","1.0%"
"25580","Washington DC","Job Title","2018-01","Product Manager","Median Base Pay","$ 105,475","2.0%"
"25581","Washington DC","Job Title","2018-01","Sales Manager","Median Base Pay","$ 68,646","0.8%"
"25582","Washington DC","Job Title","2018-01","Teacher","Median Base Pay","$ 57,823","2.5%"
"25583","Washington DC","Job Title","2018-01","Bank Teller","Median Base Pay","$ 32,382","4.0%"
"25584","Washington DC","Job Title","2018-01","Customer Service Manager","Median Base Pay","$ 56,881","0.3%"
"25585","Washington DC","Job Title","2018-01","Physical Therapist","Median Base Pay","$ 80,389","0.4%"
"25586","Washington DC","Job Title","2018-01","Mechanical Engineer","Median Base Pay","$ 79,041","2.1%"
"25587","Washington DC","Job Title","2018-01","Recruiter","Median Base Pay","$ 60,714","2.0%"
"25588","Washington DC","Job Title","2018-01","Design Engineer","Median Base Pay","$ 82,729","3.3%"
"25589","Washington DC","Job Title","2018-01","Pharmacy Technician","Median Base Pay","$ 32,320","2.9%"
"25590","Washington DC","Job Title","2018-01","Graphic Designer","Median Base Pay","$ 55,450","2.2%"
"25591","Washington DC","Job Title","2018-01","Web Developer","Median Base Pay","$ 84,866","3.8%"
"25592","Washington DC","Job Title","2018-01","Business Development Manager","Median Base Pay","$ 84,765","0.6%"
"25593","Washington DC","Job Title","2018-01","Data Scientist","Median Base Pay","$ 102,516","0.6%"
"25594","Washington DC","Job Title","2018-01","Buyer","Median Base Pay","$ 60,765","2.8%"
"25595","Washington DC","Job Title","2018-01","Data Analyst","Median Base Pay","$ 72,293","2.6%"
"25596","Washington DC","Job Title","2018-01","Electrical Engineer","Median Base Pay","$ 85,242","2.2%"
"25597","Washington DC","Job Title","2018-01","Attorney","Median Base Pay","$ 133,451","1.9%"
"25598","Washington DC","Job Title","2018-01","Human Resources Manager","Median Base Pay","$ 82,406","2.7%"
"25599","Washington DC","Job Title","2018-01","Technician","Median Base Pay","$ 51,132","1.6%"
"25600","Washington DC","Job Title","2018-01","Restaurant Cook","Median Base Pay","$ 31,575","6.4%"
"25601","Washington DC","Job Title","2018-01","Production Manager","Median Base Pay","$ 74,784","2.5%"
"25602","Washington DC","Job Title","2018-01","Manufacturing Engineer","Median Base Pay","$ 79,337","2.4%"
"25603","Washington DC","Job Title","2018-01","Retail Key Holder","Median Base Pay","$ 32,056","1.2%"
"25604","Washington DC","Job Title","2018-01","Paralegal","Median Base Pay","$ 58,004","4.3%"
"25605","Washington DC","Job Title","2018-01","Java Developer","Median Base Pay","$ 82,725","0.4%"
"25606","Washington DC","Job Title","2018-01","Warehouse Associate","Median Base Pay","$ 40,667","3.6%"
"25607","Washington DC","Job Title","2018-01","Property Manager","Median Base Pay","$ 61,912","1.4%"
"25608","Washington DC","Job Title","2018-01","Producer","Median Base Pay","$ 72,314","3.3%"
"25609","Washington DC","Job Title","2018-01","Quality Engineer","Median Base Pay","$ 78,430","0.9%"
"25610","Washington DC","Job Title","2018-01","Operations Analyst","Median Base Pay","$ 72,541","1.5%"
"25611","Washington DC","Job Title","2018-01","Medical Assistant","Median Base Pay","$ 39,527","2.6%"
"25612","Washington DC","Job Title","2018-01","Tax Manager","Median Base Pay","$ 114,529","0.9%"
"25613","Washington DC","Job Title","2018-01","Technical Editor","Median Base Pay","$ 63,376","1.9%"
"25614","Washington DC","Job Title","2018-01","Truck Driver","Median Base Pay","$ 53,501","3.5%"
"25615","Washington DC","Job Title","2018-01","Insurance Agent","Median Base Pay","$ 43,150","-0.0%"
"25616","Washington DC","Job Title","2018-01","Medical Technologist","Median Base Pay","$ 57,694","5.1%"
"25617","Washington DC","Job Title","2018-01","Field Engineer","Median Base Pay","$ 74,015","3.0%"
"25618","Washington DC","Job Title","2018-01","Machine Operator","Median Base Pay","$ 44,194","-1.0%"
"25619","Washington DC","Job Title","2018-01","Communications Manager","Median Base Pay","$ 82,509","1.2%"
"25620","Washington DC","Job Title","2018-01","Construction Laborer","Median Base Pay","$ 40,523","2.0%"
"25621","Washington DC","Job Title","2018-01","Emergency Medical Technician","Median Base Pay","$ 43,227","3.6%"
"25622","Washington DC","Job Title","2018-01","Web Designer","Median Base Pay","$ 66,499","3.3%"
"25623","Washington DC","Job Title","2018-01","Maintenance Worker","Median Base Pay","$ 41,971","-0.1%"
"25624","Washington DC","Job Title","2018-01","Barista","Median Base Pay","$ 26,634","3.4%"
"25625","Washington DC","Job Title","2018-01","Bartender","Median Base Pay","$ 36,159","-1.5%"
"25626","Washington DC","Job Title","2018-01","Civil Engineer","Median Base Pay","$ 74,965","0.3%"
"25627","Washington DC","Job Title","2018-01","Claims Adjuster","Median Base Pay","$ 53,269","2.1%"
"25628","Washington DC","Job Title","2018-01","Certified Nursing Assistant","Median Base Pay","$ 32,326","2.4%"
"25629","Washington DC","Job Title","2018-01","Customer Service Representative","Median Base Pay","$ 41,188","2.9%"
"25630","Washington DC","Job Title","2018-01","Delivery Driver","Median Base Pay","$ 40,090","5.0%"
"25631","Washington DC","Job Title","2018-01","Financial Advisor","Median Base Pay","$ 57,702","2.4%"
"25632","Washington DC","Job Title","2018-01","Licensed Practical Nurse","Median Base Pay","$ 48,073","2.5%"
"25633","Washington DC","Job Title","2018-01","Loan Officer","Median Base Pay","$ 51,718","-2.8%"
"25634","Washington DC","Job Title","2018-01","Maintenance Technician","Median Base Pay","$ 48,988","2.8%"
"25635","Washington DC","Job Title","2018-01","Material Handler","Median Base Pay","$ 39,790","2.7%"
"25636","Washington DC","Job Title","2018-01","Network Engineer","Median Base Pay","$ 88,530","3.4%"
"25637","Washington DC","Job Title","2018-01","Office Manager","Median Base Pay","$ 55,595","0.7%"
"25638","Washington DC","Job Title","2018-01","Pharmacist","Median Base Pay","$ 126,322","2.1%"
"25639","Washington DC","Job Title","2018-01","Process Engineer","Median Base Pay","$ 87,552","2.3%"
"25640","Washington DC","Job Title","2018-01","Program Manager","Median Base Pay","$ 97,393","0.3%"
"25641","Washington DC","Job Title","2018-01","Research Assistant","Median Base Pay","$ 35,434","0.2%"
"25642","Washington DC","Job Title","2018-01","Restaurant Manager","Median Base Pay","$ 57,821","-0.1%"
"25643","Washington DC","Job Title","2018-01","Security Officer","Median Base Pay","$ 46,507","3.1%"
"25644","Washington DC","Job Title","2018-01","Server","Median Base Pay","$ 36,029","2.8%"
"25645","Washington DC","Job Title","2018-01","Solutions Architect","Median Base Pay","$ 116,823","0.1%"
"25646","Washington DC","Job Title","2018-01","Systems Engineer","Median Base Pay","$ 92,319","3.2%"
"25647","Washington DC","Job Title","2018-01","Technical Support","Median Base Pay","$ 58,075","4.6%"
"25648","Washington DC","Job Title","2018-01","UX Designer","Median Base Pay","$ 87,442","0.5%"
"25649","National","Company Size","2018-01","1001-5000","Median Base Pay","51280.0",NA
"25650","National","Company Size","2018-01","<51","Median Base Pay","46517.0",NA
"25651","National","Company Size","2018-01","201-500","Median Base Pay","49379.0",NA
"25652","National","Company Size","2018-01","5000+","Median Base Pay","52155.0",NA
"25653","National","Company Size","2018-01","501-1000","Median Base Pay","50166.0",NA
"25654","National","Company Size","2018-01","51-200","Median Base Pay","48497.0",NA
"25655","New York City","Company Size","2018-01","1001-5000","Median Base Pay","61242.0",NA
"25656","New York City","Company Size","2018-01","<51","Median Base Pay","55554.0",NA
"25657","New York City","Company Size","2018-01","201-500","Median Base Pay","58972.0",NA
"25658","New York City","Company Size","2018-01","5000+","Median Base Pay","62286.0",NA
"25659","New York City","Company Size","2018-01","501-1000","Median Base Pay","59911.0",NA
"25660","New York City","Company Size","2018-01","51-200","Median Base Pay","57918.0",NA
"25661","Los Angeles","Company Size","2018-01","1001-5000","Median Base Pay","59566.0",NA
"25662","Los Angeles","Company Size","2018-01","<51","Median Base Pay","54034.0",NA
"25663","Los Angeles","Company Size","2018-01","201-500","Median Base Pay","57358.0",NA
"25664","Los Angeles","Company Size","2018-01","5000+","Median Base Pay","60582.0",NA
"25665","Los Angeles","Company Size","2018-01","501-1000","Median Base Pay","58271.0",NA
"25666","Los Angeles","Company Size","2018-01","51-200","Median Base Pay","56333.0",NA
"25667","Chicago","Company Size","2018-01","1001-5000","Median Base Pay","55321.0",NA
"25668","Chicago","Company Size","2018-01","<51","Median Base Pay","50183.0",NA
"25669","Chicago","Company Size","2018-01","201-500","Median Base Pay","53271.0",NA
"25670","Chicago","Company Size","2018-01","5000+","Median Base Pay","56265.0",NA
"25671","Chicago","Company Size","2018-01","501-1000","Median Base Pay","54119.0",NA
"25672","Chicago","Company Size","2018-01","51-200","Median Base Pay","52319.0",NA
"25673","Houston","Company Size","2018-01","1001-5000","Median Base Pay","54036.0",NA
"25674","Houston","Company Size","2018-01","<51","Median Base Pay","49017.0",NA
"25675","Houston","Company Size","2018-01","201-500","Median Base Pay","52033.0",NA
"25676","Houston","Company Size","2018-01","5000+","Median Base Pay","54958.0",NA
"25677","Houston","Company Size","2018-01","501-1000","Median Base Pay","52862.0",NA
"25678","Houston","Company Size","2018-01","51-200","Median Base Pay","51103.0",NA
"25679","Washington DC","Company Size","2018-01","1001-5000","Median Base Pay","58761.0",NA
"25680","Washington DC","Company Size","2018-01","<51","Median Base Pay","53303.0",NA
"25681","Washington DC","Company Size","2018-01","201-500","Median Base Pay","56583.0",NA
"25682","Washington DC","Company Size","2018-01","5000+","Median Base Pay","59763.0",NA
"25683","Washington DC","Company Size","2018-01","501-1000","Median Base Pay","57484.0",NA
"25684","Washington DC","Company Size","2018-01","51-200","Median Base Pay","55572.0",NA
"25685","Philadelphia","Company Size","2018-01","1001-5000","Median Base Pay","54424.0",NA
"25686","Philadelphia","Company Size","2018-01","<51","Median Base Pay","49369.0",NA
"25687","Philadelphia","Company Size","2018-01","201-500","Median Base Pay","52407.0",NA
"25688","Philadelphia","Company Size","2018-01","5000+","Median Base Pay","55352.0",NA
"25689","Philadelphia","Company Size","2018-01","501-1000","Median Base Pay","53241.0",NA
"25690","Philadelphia","Company Size","2018-01","51-200","Median Base Pay","51471.0",NA
"25691","Atlanta","Company Size","2018-01","1001-5000","Median Base Pay","53513.0",NA
"25692","Atlanta","Company Size","2018-01","<51","Median Base Pay","48543.0",NA
"25693","Atlanta","Company Size","2018-01","201-500","Median Base Pay","51530.0",NA
"25694","Atlanta","Company Size","2018-01","5000+","Median Base Pay","54426.0",NA
"25695","Atlanta","Company Size","2018-01","501-1000","Median Base Pay","52350.0",NA
"25696","Atlanta","Company Size","2018-01","51-200","Median Base Pay","50609.0",NA
"25697","Boston","Company Size","2018-01","1001-5000","Median Base Pay","58226.0",NA
"25698","Boston","Company Size","2018-01","<51","Median Base Pay","52818.0",NA
"25699","Boston","Company Size","2018-01","201-500","Median Base Pay","56067.0",NA
"25700","Boston","Company Size","2018-01","5000+","Median Base Pay","59219.0",NA
"25701","Boston","Company Size","2018-01","501-1000","Median Base Pay","56960.0",NA
"25702","Boston","Company Size","2018-01","51-200","Median Base Pay","55066.0",NA
"25703","San Francisco","Company Size","2018-01","1001-5000","Median Base Pay","68090.0",NA
"25704","San Francisco","Company Size","2018-01","<51","Median Base Pay","61765.0",NA
"25705","San Francisco","Company Size","2018-01","201-500","Median Base Pay","65566.0",NA
"25706","San Francisco","Company Size","2018-01","5000+","Median Base Pay","69251.0",NA
"25707","San Francisco","Company Size","2018-01","501-1000","Median Base Pay","66610.0",NA
"25708","San Francisco","Company Size","2018-01","51-200","Median Base Pay","64394.0",NA
"25709","Seattle","Company Size","2018-01","1001-5000","Median Base Pay","60075.0",NA
"25710","Seattle","Company Size","2018-01","<51","Median Base Pay","54495.0",NA
"25711","Seattle","Company Size","2018-01","201-500","Median Base Pay","57848.0",NA
"25712","Seattle","Company Size","2018-01","5000+","Median Base Pay","61099.0",NA
"25713","Seattle","Company Size","2018-01","501-1000","Median Base Pay","58769.0",NA
"25714","Seattle","Company Size","2018-01","51-200","Median Base Pay","56814.0",NA
"25715","National","Industry","2018-01","Accounting & Legal","Median Base Pay","52446.0",NA
"25716","National","Industry","2018-01","Aerospace & Defense","Median Base Pay","54271.0",NA
"25717","National","Industry","2018-01","Architecture & Civil Engineering","Median Base Pay","51936.0",NA
"25718","National","Industry","2018-01","Arts & Entertainment","Median Base Pay","46824.0",NA
"25719","National","Industry","2018-01","Automotive","Median Base Pay","47396.0",NA
