"","Metro","Dimension.Type","Month","Dimension","Measure","Value","YoY"
"35086","Philadelphia","Job Title","2017-08","Java Developer","Median Base Pay","$ 80,913","0.2%"
"35087","Philadelphia","Job Title","2017-08","Warehouse Associate","Median Base Pay","$ 43,218","1.8%"
"35088","Philadelphia","Job Title","2017-08","Property Manager","Median Base Pay","$ 60,849","1.5%"
"35089","Philadelphia","Job Title","2017-08","Producer","Median Base Pay","$ 57,154","3.2%"
"35090","Philadelphia","Job Title","2017-08","Quality Engineer","Median Base Pay","$ 75,019","1.2%"
"35091","Philadelphia","Job Title","2017-08","Operations Analyst","Median Base Pay","$ 58,733","-0.4%"
"35092","Philadelphia","Job Title","2017-08","Medical Assistant","Median Base Pay","$ 35,861","1.1%"
"35093","Philadelphia","Job Title","2017-08","Tax Manager","Median Base Pay","$ 102,192","1.1%"
"35094","Philadelphia","Job Title","2017-08","Technical Editor","Median Base Pay","$ 55,608","1.8%"
"35095","Philadelphia","Job Title","2017-08","Truck Driver","Median Base Pay","$ 54,827","5.5%"
"35096","Philadelphia","Job Title","2017-08","Insurance Agent","Median Base Pay","$ 46,148","5.5%"
"35097","Philadelphia","Job Title","2017-08","Medical Technologist","Median Base Pay","$ 58,991","1.8%"
"35098","Philadelphia","Job Title","2017-08","Field Engineer","Median Base Pay","$ 67,267","-0.9%"
"35099","Philadelphia","Job Title","2017-08","Machine Operator","Median Base Pay","$ 44,456","2.4%"
"35100","Philadelphia","Job Title","2017-08","Communications Manager","Median Base Pay","$ 74,386","2.1%"
"35101","Philadelphia","Job Title","2017-08","Construction Laborer","Median Base Pay","$ 41,932","3.0%"
"35102","Philadelphia","Job Title","2017-08","Emergency Medical Technician","Median Base Pay","$ 37,097","1.7%"
"35103","Philadelphia","Job Title","2017-08","Web Designer","Median Base Pay","$ 56,155","2.1%"
"35104","Philadelphia","Job Title","2017-08","Maintenance Worker","Median Base Pay","$ 40,131","2.6%"
"35105","Philadelphia","Job Title","2017-08","Barista","Median Base Pay","$ 23,120","5.4%"
"35106","Philadelphia","Job Title","2017-08","Bartender","Median Base Pay","$ 36,182","1.5%"
"35107","Philadelphia","Job Title","2017-08","Civil Engineer","Median Base Pay","$ 72,224","1.9%"
"35108","Philadelphia","Job Title","2017-08","Claims Adjuster","Median Base Pay","$ 51,610","2.3%"
"35109","Philadelphia","Job Title","2017-08","Certified Nursing Assistant","Median Base Pay","$ 31,334","2.8%"
"35110","Philadelphia","Job Title","2017-08","Customer Service Representative","Median Base Pay","$ 40,181","2.6%"
"35111","Philadelphia","Job Title","2017-08","Delivery Driver","Median Base Pay","$ 39,158","2.5%"
"35112","Philadelphia","Job Title","2017-08","Financial Advisor","Median Base Pay","$ 58,724","0.7%"
"35113","Philadelphia","Job Title","2017-08","Licensed Practical Nurse","Median Base Pay","$ 53,098","1.8%"
"35114","Philadelphia","Job Title","2017-08","Loan Officer","Median Base Pay","$ 46,349","-1.2%"
"35115","Philadelphia","Job Title","2017-08","Maintenance Technician","Median Base Pay","$ 44,670","1.6%"
"35116","Philadelphia","Job Title","2017-08","Material Handler","Median Base Pay","$ 36,674","1.5%"
"35117","Philadelphia","Job Title","2017-08","Network Engineer","Median Base Pay","$ 77,160","2.4%"
"35118","Philadelphia","Job Title","2017-08","Office Manager","Median Base Pay","$ 51,943","0.9%"
"35119","Philadelphia","Job Title","2017-08","Pharmacist","Median Base Pay","$ 119,714","-0.3%"
"35120","Philadelphia","Job Title","2017-08","Process Engineer","Median Base Pay","$ 80,427","0.3%"
"35121","Philadelphia","Job Title","2017-08","Program Manager","Median Base Pay","$ 80,340","2.0%"
"35122","Philadelphia","Job Title","2017-08","Research Assistant","Median Base Pay","$ 31,568","0.6%"
"35123","Philadelphia","Job Title","2017-08","Restaurant Manager","Median Base Pay","$ 52,817","1.8%"
"35124","Philadelphia","Job Title","2017-08","Security Officer","Median Base Pay","$ 35,242","2.5%"
"35125","Philadelphia","Job Title","2017-08","Server","Median Base Pay","$ 37,567","3.0%"
"35126","Philadelphia","Job Title","2017-08","Solutions Architect","Median Base Pay","$ 108,346","2.5%"
"35127","Philadelphia","Job Title","2017-08","Systems Engineer","Median Base Pay","$ 79,520","2.0%"
"35128","Philadelphia","Job Title","2017-08","Technical Support","Median Base Pay","$ 49,906","1.3%"
"35129","Philadelphia","Job Title","2017-08","UX Designer","Median Base Pay","$ 75,949","1.7%"
"35130","Houston","Job Title","2017-08","Software Engineer","Median Base Pay","$ 82,941","0.9%"
"35131","Houston","Job Title","2017-08","Programmer Analyst","Median Base Pay","$ 68,880","-0.4%"
"35132","Houston","Job Title","2017-08","Consultant","Median Base Pay","$ 82,877","-0.7%"
"35133","Houston","Job Title","2017-08","Project Manager","Median Base Pay","$ 83,898","-0.9%"
"35134","Houston","Job Title","2017-08","Store Manager","Median Base Pay","$ 51,503","1.7%"
"35135","Houston","Job Title","2017-08","Business Analyst","Median Base Pay","$ 71,773","0.5%"
"35136","Houston","Job Title","2017-08","Cashier","Median Base Pay","$ 26,761","2.1%"
"35137","Houston","Job Title","2017-08","Financial Analyst","Median Base Pay","$ 69,125","0.1%"
"35138","Houston","Job Title","2017-08","Administrative Assistant","Median Base Pay","$ 42,302","0.7%"
"35139","Houston","Job Title","2017-08","Accountant","Median Base Pay","$ 59,098","0.3%"
"35140","Houston","Job Title","2017-08","Sales Representative","Median Base Pay","$ 49,850","0.8%"
"35141","Houston","Job Title","2017-08","Professor","Median Base Pay","$ 92,998","0.5%"
"35142","Houston","Job Title","2017-08","Registered Nurse","Median Base Pay","$ 71,046","1.2%"
"35143","Houston","Job Title","2017-08","Marketing Manager","Median Base Pay","$ 74,916","-0.7%"
"35144","Houston","Job Title","2017-08","Operations Manager","Median Base Pay","$ 71,254","1.5%"
"35145","Houston","Job Title","2017-08","Product Manager","Median Base Pay","$ 94,794","0.1%"
"35146","Houston","Job Title","2017-08","Sales Manager","Median Base Pay","$ 68,727","0.4%"
"35147","Houston","Job Title","2017-08","Teacher","Median Base Pay","$ 50,950","0.5%"
"35148","Houston","Job Title","2017-08","Bank Teller","Median Base Pay","$ 28,321","3.3%"
"35149","Houston","Job Title","2017-08","Customer Service Manager","Median Base Pay","$ 53,421","1.0%"
"35150","Houston","Job Title","2017-08","Physical Therapist","Median Base Pay","$ 79,081","0.2%"
"35151","Houston","Job Title","2017-08","Mechanical Engineer","Median Base Pay","$ 82,609","0.6%"
"35152","Houston","Job Title","2017-08","Recruiter","Median Base Pay","$ 52,251","3.6%"
"35153","Houston","Job Title","2017-08","Design Engineer","Median Base Pay","$ 82,553","-0.7%"
"35154","Houston","Job Title","2017-08","Pharmacy Technician","Median Base Pay","$ 32,453","2.1%"
"35155","Houston","Job Title","2017-08","Graphic Designer","Median Base Pay","$ 47,320","0.1%"
"35156","Houston","Job Title","2017-08","Web Developer","Median Base Pay","$ 73,961","0.1%"
"35157","Houston","Job Title","2017-08","Business Development Manager","Median Base Pay","$ 76,396","-0.1%"
"35158","Houston","Job Title","2017-08","Data Scientist","Median Base Pay","$ 110,042","0.0%"
"35159","Houston","Job Title","2017-08","Buyer","Median Base Pay","$ 59,951","-0.5%"
"35160","Houston","Job Title","2017-08","Data Analyst","Median Base Pay","$ 64,410","0.6%"
"35161","Houston","Job Title","2017-08","Electrical Engineer","Median Base Pay","$ 83,295","-0.1%"
"35162","Houston","Job Title","2017-08","Attorney","Median Base Pay","$ 117,357","-4.5%"
"35163","Houston","Job Title","2017-08","Human Resources Manager","Median Base Pay","$ 80,396","-0.1%"
"35164","Houston","Job Title","2017-08","Technician","Median Base Pay","$ 47,104","-0.8%"
"35165","Houston","Job Title","2017-08","Restaurant Cook","Median Base Pay","$ 26,830","3.1%"
"35166","Houston","Job Title","2017-08","Production Manager","Median Base Pay","$ 69,475","0.7%"
"35167","Houston","Job Title","2017-08","Manufacturing Engineer","Median Base Pay","$ 76,252","0.7%"
"35168","Houston","Job Title","2017-08","Retail Key Holder","Median Base Pay","$ 28,882","-0.1%"
"35169","Houston","Job Title","2017-08","Paralegal","Median Base Pay","$ 54,360","0.4%"
"35170","Houston","Job Title","2017-08","Java Developer","Median Base Pay","$ 82,516","-1.1%"
"35171","Houston","Job Title","2017-08","Warehouse Associate","Median Base Pay","$ 38,969","0.5%"
"35172","Houston","Job Title","2017-08","Property Manager","Median Base Pay","$ 55,315","0.2%"
"35173","Houston","Job Title","2017-08","Producer","Median Base Pay","$ 58,778","1.9%"
"35174","Houston","Job Title","2017-08","Quality Engineer","Median Base Pay","$ 75,798","-0.1%"
"35175","Houston","Job Title","2017-08","Operations Analyst","Median Base Pay","$ 60,608","-1.6%"
"35176","Houston","Job Title","2017-08","Medical Assistant","Median Base Pay","$ 34,877","-0.1%"
"35177","Houston","Job Title","2017-08","Tax Manager","Median Base Pay","$ 102,562","-0.2%"
"35178","Houston","Job Title","2017-08","Technical Editor","Median Base Pay","$ 55,511","0.5%"
"35179","Houston","Job Title","2017-08","Truck Driver","Median Base Pay","$ 53,503","4.2%"
"35180","Houston","Job Title","2017-08","Insurance Agent","Median Base Pay","$ 40,027","4.1%"
"35181","Houston","Job Title","2017-08","Medical Technologist","Median Base Pay","$ 56,592","0.5%"
"35182","Houston","Job Title","2017-08","Field Engineer","Median Base Pay","$ 69,761","-2.1%"
"35183","Houston","Job Title","2017-08","Machine Operator","Median Base Pay","$ 41,438","1.1%"
"35184","Houston","Job Title","2017-08","Communications Manager","Median Base Pay","$ 72,776","0.8%"
"35185","Houston","Job Title","2017-08","Construction Laborer","Median Base Pay","$ 37,111","1.7%"
"35186","Houston","Job Title","2017-08","Emergency Medical Technician","Median Base Pay","$ 38,132","0.4%"
"35187","Houston","Job Title","2017-08","Web Designer","Median Base Pay","$ 54,065","0.8%"
"35188","Houston","Job Title","2017-08","Maintenance Worker","Median Base Pay","$ 38,977","1.3%"
"35189","Houston","Job Title","2017-08","Barista","Median Base Pay","$ 21,996","4.1%"
"35190","Houston","Job Title","2017-08","Bartender","Median Base Pay","$ 34,670","0.2%"
"35191","Houston","Job Title","2017-08","Civil Engineer","Median Base Pay","$ 77,045","0.6%"
"35192","Houston","Job Title","2017-08","Claims Adjuster","Median Base Pay","$ 50,574","1.0%"
"35193","Houston","Job Title","2017-08","Certified Nursing Assistant","Median Base Pay","$ 27,573","1.5%"
"35194","Houston","Job Title","2017-08","Customer Service Representative","Median Base Pay","$ 37,602","1.3%"
"35195","Houston","Job Title","2017-08","Delivery Driver","Median Base Pay","$ 36,366","1.2%"
"35196","Houston","Job Title","2017-08","Financial Advisor","Median Base Pay","$ 48,953","-0.5%"
"35197","Houston","Job Title","2017-08","Licensed Practical Nurse","Median Base Pay","$ 44,151","0.5%"
"35198","Houston","Job Title","2017-08","Loan Officer","Median Base Pay","$ 44,418","-2.5%"
"35199","Houston","Job Title","2017-08","Maintenance Technician","Median Base Pay","$ 42,661","0.3%"
"35200","Houston","Job Title","2017-08","Material Handler","Median Base Pay","$ 36,418","0.2%"
"35201","Houston","Job Title","2017-08","Network Engineer","Median Base Pay","$ 79,260","1.1%"
"35202","Houston","Job Title","2017-08","Office Manager","Median Base Pay","$ 50,503","-0.3%"
"35203","Houston","Job Title","2017-08","Pharmacist","Median Base Pay","$ 113,915","-1.6%"
"35204","Houston","Job Title","2017-08","Process Engineer","Median Base Pay","$ 89,106","-1.0%"
"35205","Houston","Job Title","2017-08","Program Manager","Median Base Pay","$ 80,467","0.7%"
"35206","Houston","Job Title","2017-08","Research Assistant","Median Base Pay","$ 30,520","-0.7%"
"35207","Houston","Job Title","2017-08","Restaurant Manager","Median Base Pay","$ 53,109","0.5%"
"35208","Houston","Job Title","2017-08","Security Officer","Median Base Pay","$ 34,988","1.2%"
"35209","Houston","Job Title","2017-08","Server","Median Base Pay","$ 31,190","1.7%"
"35210","Houston","Job Title","2017-08","Solutions Architect","Median Base Pay","$ 102,674","1.2%"
"35211","Houston","Job Title","2017-08","Systems Engineer","Median Base Pay","$ 74,878","0.7%"
"35212","Houston","Job Title","2017-08","Technical Support","Median Base Pay","$ 48,018","0.0%"
"35213","Houston","Job Title","2017-08","UX Designer","Median Base Pay","$ 81,765","0.4%"
"35214","Seattle","Job Title","2017-08","Software Engineer","Median Base Pay","$ 110,136","2.5%"
"35215","Seattle","Job Title","2017-08","Programmer Analyst","Median Base Pay","$ 82,764","1.2%"
"35216","Seattle","Job Title","2017-08","Consultant","Median Base Pay","$ 89,481","0.8%"
"35217","Seattle","Job Title","2017-08","Project Manager","Median Base Pay","$ 85,029","0.7%"
"35218","Seattle","Job Title","2017-08","Store Manager","Median Base Pay","$ 58,400","3.3%"
"35219","Seattle","Job Title","2017-08","Business Analyst","Median Base Pay","$ 78,260","2.1%"
"35220","Seattle","Job Title","2017-08","Cashier","Median Base Pay","$ 34,655","3.7%"
"35221","Seattle","Job Title","2017-08","Financial Analyst","Median Base Pay","$ 72,616","1.7%"
"35222","Seattle","Job Title","2017-08","Administrative Assistant","Median Base Pay","$ 47,946","2.3%"
"35223","Seattle","Job Title","2017-08","Accountant","Median Base Pay","$ 62,282","1.9%"
"35224","Seattle","Job Title","2017-08","Sales Representative","Median Base Pay","$ 53,158","2.4%"
"35225","Seattle","Job Title","2017-08","Professor","Median Base Pay","$ 95,905","2.1%"
"35226","Seattle","Job Title","2017-08","Registered Nurse","Median Base Pay","$ 77,929","2.8%"
"35227","Seattle","Job Title","2017-08","Marketing Manager","Median Base Pay","$ 88,906","0.9%"
"35228","Seattle","Job Title","2017-08","Operations Manager","Median Base Pay","$ 77,917","3.2%"
"35229","Seattle","Job Title","2017-08","Product Manager","Median Base Pay","$ 109,845","1.7%"
"35230","Seattle","Job Title","2017-08","Sales Manager","Median Base Pay","$ 74,110","2.0%"
"35231","Seattle","Job Title","2017-08","Teacher","Median Base Pay","$ 53,958","2.1%"
"35232","Seattle","Job Title","2017-08","Bank Teller","Median Base Pay","$ 31,958","4.9%"
"35233","Seattle","Job Title","2017-08","Customer Service Manager","Median Base Pay","$ 60,228","2.6%"
"35234","Seattle","Job Title","2017-08","Physical Therapist","Median Base Pay","$ 79,478","1.8%"
"35235","Seattle","Job Title","2017-08","Mechanical Engineer","Median Base Pay","$ 83,994","2.2%"
"35236","Seattle","Job Title","2017-08","Recruiter","Median Base Pay","$ 61,002","5.3%"
"35237","Seattle","Job Title","2017-08","Design Engineer","Median Base Pay","$ 84,742","0.8%"
"35238","Seattle","Job Title","2017-08","Pharmacy Technician","Median Base Pay","$ 40,847","3.7%"
"35239","Seattle","Job Title","2017-08","Graphic Designer","Median Base Pay","$ 58,971","1.7%"
"35240","Seattle","Job Title","2017-08","Web Developer","Median Base Pay","$ 88,445","1.7%"
"35241","Seattle","Job Title","2017-08","Business Development Manager","Median Base Pay","$ 83,075","1.5%"
"35242","Seattle","Job Title","2017-08","Data Scientist","Median Base Pay","$ 125,367","1.6%"
"35243","Seattle","Job Title","2017-08","Buyer","Median Base Pay","$ 71,488","1.1%"
"35244","Seattle","Job Title","2017-08","Data Analyst","Median Base Pay","$ 72,477","2.2%"
"35245","Seattle","Job Title","2017-08","Electrical Engineer","Median Base Pay","$ 89,496","1.5%"
"35246","Seattle","Job Title","2017-08","Attorney","Median Base Pay","$ 107,160","-2.9%"
"35247","Seattle","Job Title","2017-08","Human Resources Manager","Median Base Pay","$ 84,794","1.4%"
"35248","Seattle","Job Title","2017-08","Technician","Median Base Pay","$ 52,315","0.8%"
"35249","Seattle","Job Title","2017-08","Restaurant Cook","Median Base Pay","$ 34,166","4.8%"
"35250","Seattle","Job Title","2017-08","Production Manager","Median Base Pay","$ 70,828","2.3%"
"35251","Seattle","Job Title","2017-08","Manufacturing Engineer","Median Base Pay","$ 79,644","2.3%"
"35252","Seattle","Job Title","2017-08","Retail Key Holder","Median Base Pay","$ 34,494","1.5%"
"35253","Seattle","Job Title","2017-08","Paralegal","Median Base Pay","$ 62,118","2.0%"
"35254","Seattle","Job Title","2017-08","Java Developer","Median Base Pay","$ 89,634","0.5%"
"35255","Seattle","Job Title","2017-08","Warehouse Associate","Median Base Pay","$ 47,850","2.1%"
"35256","Seattle","Job Title","2017-08","Property Manager","Median Base Pay","$ 63,176","1.8%"
"35257","Seattle","Job Title","2017-08","Producer","Median Base Pay","$ 77,945","3.6%"
"35258","Seattle","Job Title","2017-08","Quality Engineer","Median Base Pay","$ 84,174","1.5%"
"35259","Seattle","Job Title","2017-08","Operations Analyst","Median Base Pay","$ 65,667","-0.0%"
"35260","Seattle","Job Title","2017-08","Medical Assistant","Median Base Pay","$ 44,128","1.4%"
"35261","Seattle","Job Title","2017-08","Tax Manager","Median Base Pay","$ 103,498","1.4%"
"35262","Seattle","Job Title","2017-08","Technical Editor","Median Base Pay","$ 79,054","2.1%"
"35263","Seattle","Job Title","2017-08","Truck Driver","Median Base Pay","$ 54,315","5.8%"
"35264","Seattle","Job Title","2017-08","Insurance Agent","Median Base Pay","$ 42,406","5.8%"
"35265","Seattle","Job Title","2017-08","Medical Technologist","Median Base Pay","$ 65,116","2.1%"
"35266","Seattle","Job Title","2017-08","Field Engineer","Median Base Pay","$ 71,752","-0.6%"
"35267","Seattle","Job Title","2017-08","Machine Operator","Median Base Pay","$ 45,011","2.7%"
"35268","Seattle","Job Title","2017-08","Communications Manager","Median Base Pay","$ 86,772","2.4%"
"35269","Seattle","Job Title","2017-08","Construction Laborer","Median Base Pay","$ 50,539","3.3%"
"35270","Seattle","Job Title","2017-08","Emergency Medical Technician","Median Base Pay","$ 40,457","2.0%"
"35271","Seattle","Job Title","2017-08","Web Designer","Median Base Pay","$ 63,291","2.4%"
"35272","Seattle","Job Title","2017-08","Maintenance Worker","Median Base Pay","$ 49,203","2.9%"
"35273","Seattle","Job Title","2017-08","Barista","Median Base Pay","$ 28,503","5.7%"
"35274","Seattle","Job Title","2017-08","Bartender","Median Base Pay","$ 37,905","1.8%"
"35275","Seattle","Job Title","2017-08","Civil Engineer","Median Base Pay","$ 75,380","2.2%"
"35276","Seattle","Job Title","2017-08","Claims Adjuster","Median Base Pay","$ 54,532","2.6%"
"35277","Seattle","Job Title","2017-08","Certified Nursing Assistant","Median Base Pay","$ 35,614","3.2%"
"35278","Seattle","Job Title","2017-08","Customer Service Representative","Median Base Pay","$ 43,879","2.9%"
"35279","Seattle","Job Title","2017-08","Delivery Driver","Median Base Pay","$ 44,497","2.8%"
"35280","Seattle","Job Title","2017-08","Financial Advisor","Median Base Pay","$ 52,482","1.0%"
"35281","Seattle","Job Title","2017-08","Licensed Practical Nurse","Median Base Pay","$ 51,113","2.1%"
"35282","Seattle","Job Title","2017-08","Loan Officer","Median Base Pay","$ 49,092","-0.9%"
"35283","Seattle","Job Title","2017-08","Maintenance Technician","Median Base Pay","$ 51,715","1.9%"
"35284","Seattle","Job Title","2017-08","Material Handler","Median Base Pay","$ 39,462","1.8%"
"35285","Seattle","Job Title","2017-08","Network Engineer","Median Base Pay","$ 92,522","2.7%"
"35286","Seattle","Job Title","2017-08","Office Manager","Median Base Pay","$ 57,181","1.3%"
"35287","Seattle","Job Title","2017-08","Pharmacist","Median Base Pay","$ 126,072","-0.0%"
"35288","Seattle","Job Title","2017-08","Process Engineer","Median Base Pay","$ 89,243","0.6%"
"35289","Seattle","Job Title","2017-08","Program Manager","Median Base Pay","$ 100,760","2.3%"
"35290","Seattle","Job Title","2017-08","Research Assistant","Median Base Pay","$ 33,258","0.9%"
"35291","Seattle","Job Title","2017-08","Restaurant Manager","Median Base Pay","$ 55,039","2.1%"
"35292","Seattle","Job Title","2017-08","Security Officer","Median Base Pay","$ 44,999","2.8%"
"35293","Seattle","Job Title","2017-08","Server","Median Base Pay","$ 37,331","3.4%"
"35294","Seattle","Job Title","2017-08","Solutions Architect","Median Base Pay","$ 114,025","2.8%"
"35295","Seattle","Job Title","2017-08","Systems Engineer","Median Base Pay","$ 91,696","2.3%"
"35296","Seattle","Job Title","2017-08","Technical Support","Median Base Pay","$ 52,671","1.6%"
"35297","Seattle","Job Title","2017-08","UX Designer","Median Base Pay","$ 97,510","2.0%"
"35298","San Francisco","Job Title","2017-08","Software Engineer","Median Base Pay","$ 119,810","2.8%"
"35299","San Francisco","Job Title","2017-08","Programmer Analyst","Median Base Pay","$ 87,341","1.5%"
"35300","San Francisco","Job Title","2017-08","Consultant","Median Base Pay","$ 98,065","1.1%"
"35301","San Francisco","Job Title","2017-08","Project Manager","Median Base Pay","$ 94,185","1.0%"
"35302","San Francisco","Job Title","2017-08","Store Manager","Median Base Pay","$ 65,805","3.6%"
"35303","San Francisco","Job Title","2017-08","Business Analyst","Median Base Pay","$ 85,785","2.4%"
"35304","San Francisco","Job Title","2017-08","Cashier","Median Base Pay","$ 33,761","4.0%"
"35305","San Francisco","Job Title","2017-08","Financial Analyst","Median Base Pay","$ 82,574","2.0%"
"35306","San Francisco","Job Title","2017-08","Administrative Assistant","Median Base Pay","$ 54,042","2.6%"
"35307","San Francisco","Job Title","2017-08","Accountant","Median Base Pay","$ 70,942","2.2%"
"35308","San Francisco","Job Title","2017-08","Sales Representative","Median Base Pay","$ 61,549","2.7%"
"35309","San Francisco","Job Title","2017-08","Professor","Median Base Pay","$ 127,729","2.4%"
"35310","San Francisco","Job Title","2017-08","Registered Nurse","Median Base Pay","$ 112,455","3.1%"
"35311","San Francisco","Job Title","2017-08","Marketing Manager","Median Base Pay","$ 100,780","1.2%"
"35312","San Francisco","Job Title","2017-08","Operations Manager","Median Base Pay","$ 87,351","3.5%"
"35313","San Francisco","Job Title","2017-08","Product Manager","Median Base Pay","$ 124,028","2.0%"
"35314","San Francisco","Job Title","2017-08","Sales Manager","Median Base Pay","$ 82,895","2.3%"
"35315","San Francisco","Job Title","2017-08","Teacher","Median Base Pay","$ 64,225","2.4%"
"35316","San Francisco","Job Title","2017-08","Bank Teller","Median Base Pay","$ 33,359","5.2%"
"35317","San Francisco","Job Title","2017-08","Customer Service Manager","Median Base Pay","$ 70,119","3.0%"
"35318","San Francisco","Job Title","2017-08","Physical Therapist","Median Base Pay","$ 99,279","2.1%"
"35319","San Francisco","Job Title","2017-08","Mechanical Engineer","Median Base Pay","$ 94,534","2.5%"
"35320","San Francisco","Job Title","2017-08","Recruiter","Median Base Pay","$ 71,787","5.6%"
"35321","San Francisco","Job Title","2017-08","Design Engineer","Median Base Pay","$ 93,326","1.1%"
"35322","San Francisco","Job Title","2017-08","Pharmacy Technician","Median Base Pay","$ 45,928","4.0%"
"35323","San Francisco","Job Title","2017-08","Graphic Designer","Median Base Pay","$ 70,574","2.0%"
"35324","San Francisco","Job Title","2017-08","Web Developer","Median Base Pay","$ 101,752","2.0%"
"35325","San Francisco","Job Title","2017-08","Business Development Manager","Median Base Pay","$ 92,202","1.8%"
"35326","San Francisco","Job Title","2017-08","Data Scientist","Median Base Pay","$ 139,536","1.9%"
"35327","San Francisco","Job Title","2017-08","Buyer","Median Base Pay","$ 79,656","1.4%"
"35328","San Francisco","Job Title","2017-08","Data Analyst","Median Base Pay","$ 89,024","2.5%"
"35329","San Francisco","Job Title","2017-08","Electrical Engineer","Median Base Pay","$ 97,340","1.8%"
"35330","San Francisco","Job Title","2017-08","Attorney","Median Base Pay","$ 137,268","-2.6%"
"35331","San Francisco","Job Title","2017-08","Human Resources Manager","Median Base Pay","$ 96,989","1.7%"
"35332","San Francisco","Job Title","2017-08","Technician","Median Base Pay","$ 56,274","1.1%"
"35333","San Francisco","Job Title","2017-08","Restaurant Cook","Median Base Pay","$ 36,479","5.1%"
"35334","San Francisco","Job Title","2017-08","Production Manager","Median Base Pay","$ 87,476","2.6%"
"35335","San Francisco","Job Title","2017-08","Manufacturing Engineer","Median Base Pay","$ 94,289","2.6%"
"35336","San Francisco","Job Title","2017-08","Retail Key Holder","Median Base Pay","$ 36,485","1.8%"
"35337","San Francisco","Job Title","2017-08","Paralegal","Median Base Pay","$ 71,001","2.3%"
"35338","San Francisco","Job Title","2017-08","Java Developer","Median Base Pay","$ 102,998","0.8%"
"35339","San Francisco","Job Title","2017-08","Warehouse Associate","Median Base Pay","$ 53,922","2.4%"
"35340","San Francisco","Job Title","2017-08","Property Manager","Median Base Pay","$ 72,506","2.1%"
"35341","San Francisco","Job Title","2017-08","Producer","Median Base Pay","$ 86,102","3.9%"
"35342","San Francisco","Job Title","2017-08","Quality Engineer","Median Base Pay","$ 91,993","1.8%"
"35343","San Francisco","Job Title","2017-08","Operations Analyst","Median Base Pay","$ 70,150","0.3%"
"35344","San Francisco","Job Title","2017-08","Medical Assistant","Median Base Pay","$ 49,346","1.7%"
"35345","San Francisco","Job Title","2017-08","Tax Manager","Median Base Pay","$ 121,073","1.7%"
"35346","San Francisco","Job Title","2017-08","Technical Editor","Median Base Pay","$ 69,381","2.4%"
"35347","San Francisco","Job Title","2017-08","Truck Driver","Median Base Pay","$ 65,315","6.1%"
"35348","San Francisco","Job Title","2017-08","Insurance Agent","Median Base Pay","$ 52,518","6.1%"
"35349","San Francisco","Job Title","2017-08","Medical Technologist","Median Base Pay","$ 70,891","2.4%"
"35350","San Francisco","Job Title","2017-08","Field Engineer","Median Base Pay","$ 76,345","-0.3%"
"35351","San Francisco","Job Title","2017-08","Machine Operator","Median Base Pay","$ 51,829","3.0%"
"35352","San Francisco","Job Title","2017-08","Communications Manager","Median Base Pay","$ 100,201","2.7%"
"35353","San Francisco","Job Title","2017-08","Construction Laborer","Median Base Pay","$ 51,697","3.6%"
"35354","San Francisco","Job Title","2017-08","Emergency Medical Technician","Median Base Pay","$ 43,031","2.3%"
"35355","San Francisco","Job Title","2017-08","Web Designer","Median Base Pay","$ 78,313","2.7%"
"35356","San Francisco","Job Title","2017-08","Maintenance Worker","Median Base Pay","$ 49,693","3.2%"
"35357","San Francisco","Job Title","2017-08","Barista","Median Base Pay","$ 29,371","6.1%"
"35358","San Francisco","Job Title","2017-08","Bartender","Median Base Pay","$ 38,478","2.1%"
"35359","San Francisco","Job Title","2017-08","Civil Engineer","Median Base Pay","$ 86,901","2.5%"
"35360","San Francisco","Job Title","2017-08","Claims Adjuster","Median Base Pay","$ 63,136","2.9%"
"35361","San Francisco","Job Title","2017-08","Certified Nursing Assistant","Median Base Pay","$ 39,012","3.5%"
"35362","San Francisco","Job Title","2017-08","Customer Service Representative","Median Base Pay","$ 48,048","3.2%"
"35363","San Francisco","Job Title","2017-08","Delivery Driver","Median Base Pay","$ 47,950","3.1%"
"35364","San Francisco","Job Title","2017-08","Financial Advisor","Median Base Pay","$ 66,586","1.4%"
"35365","San Francisco","Job Title","2017-08","Licensed Practical Nurse","Median Base Pay","$ 55,182","2.5%"
"35366","San Francisco","Job Title","2017-08","Loan Officer","Median Base Pay","$ 55,740","-0.6%"
"35367","San Francisco","Job Title","2017-08","Maintenance Technician","Median Base Pay","$ 57,533","2.2%"
"35368","San Francisco","Job Title","2017-08","Material Handler","Median Base Pay","$ 43,399","2.1%"
"35369","San Francisco","Job Title","2017-08","Network Engineer","Median Base Pay","$ 99,867","3.0%"
"35370","San Francisco","Job Title","2017-08","Office Manager","Median Base Pay","$ 66,188","1.6%"
"35371","San Francisco","Job Title","2017-08","Pharmacist","Median Base Pay","$ 139,859","0.3%"
"35372","San Francisco","Job Title","2017-08","Process Engineer","Median Base Pay","$ 98,729","0.9%"
"35373","San Francisco","Job Title","2017-08","Program Manager","Median Base Pay","$ 104,025","2.6%"
"35374","San Francisco","Job Title","2017-08","Research Assistant","Median Base Pay","$ 39,679","1.2%"
"35375","San Francisco","Job Title","2017-08","Restaurant Manager","Median Base Pay","$ 64,399","2.4%"
"35376","San Francisco","Job Title","2017-08","Security Officer","Median Base Pay","$ 48,343","3.1%"
"35377","San Francisco","Job Title","2017-08","Server","Median Base Pay","$ 38,619","3.7%"
