"","Metro","Dimension.Type","Month","Dimension","Measure","Value","YoY"
"6851","San Francisco","Job Title","2018-12","Quality Engineer","Median Base Pay","94875","0.045"
"6852","San Francisco","Job Title","2018-12","Operations Analyst","Median Base Pay","78046","0.05"
"6853","San Francisco","Job Title","2018-12","Medical Assistant","Median Base Pay","48274","0.027"
"6854","San Francisco","Job Title","2018-12","Tax Manager","Median Base Pay","122267","0.048"
"6855","San Francisco","Job Title","2018-12","Technical Editor","Median Base Pay","71118","0.04"
"6856","San Francisco","Job Title","2018-12","Truck Driver","Median Base Pay","68475","0.071"
"6857","San Francisco","Job Title","2018-12","Insurance Agent","Median Base Pay","52009","0.02"
"6858","San Francisco","Job Title","2018-12","Medical Technologist","Median Base Pay","73813","0.021"
"6859","San Francisco","Job Title","2018-12","Field Engineer","Median Base Pay","82224","0.04"
"6860","San Francisco","Job Title","2018-12","Machine Operator","Median Base Pay","51916","0.049"
"6861","San Francisco","Job Title","2018-12","Communications Manager","Median Base Pay","103395","0.029"
"6862","San Francisco","Job Title","2018-12","Construction Laborer","Median Base Pay","57365","0.068"
"6863","San Francisco","Job Title","2018-12","Emergency Medical Technician","Median Base Pay","44423","0.04"
"6864","San Francisco","Job Title","2018-12","Web Designer","Median Base Pay","81336","0.01"
"6865","San Francisco","Job Title","2018-12","Maintenance Worker","Median Base Pay","54564","0.059"
"6866","San Francisco","Job Title","2018-12","Barista","Median Base Pay","31152","0.056"
"6867","San Francisco","Job Title","2018-12","Bartender","Median Base Pay","39066","0.034"
"6868","San Francisco","Job Title","2018-12","Civil Engineer","Median Base Pay","91049","0.055"
"6869","San Francisco","Job Title","2018-12","Claims Adjuster","Median Base Pay","65245","0.034"
"6870","San Francisco","Job Title","2018-12","Certified Nursing Assistant","Median Base Pay","41291","0.046"
"6871","San Francisco","Job Title","2018-12","Customer Service Representative","Median Base Pay","49924","0.053"
"6872","San Francisco","Job Title","2018-12","Delivery Driver","Median Base Pay","50370","0.043"
"6873","San Francisco","Job Title","2018-12","Financial Advisor","Median Base Pay","69652","0.061"
"6874","San Francisco","Job Title","2018-12","Licensed Practical Nurse","Median Base Pay","63994","0.061"
"6875","San Francisco","Job Title","2018-12","Loan Officer","Median Base Pay","53871","-0.015"
"6876","San Francisco","Job Title","2018-12","Maintenance Technician","Median Base Pay","60649","0.057"
"6877","San Francisco","Job Title","2018-12","Material Handler","Median Base Pay","45181","0.04"
"6878","San Francisco","Job Title","2018-12","IT Manager","Median Base Pay","120171","0.028"
"6879","San Francisco","Job Title","2018-12","Office Manager","Median Base Pay","68393","0.047"
"6880","San Francisco","Job Title","2018-12","Pharmacist","Median Base Pay","140717","0.01"
"6881","San Francisco","Job Title","2018-12","Process Engineer","Median Base Pay","101630","0.034"
"6882","San Francisco","Job Title","2018-12","Program Manager","Median Base Pay","105523","0.055"
"6883","San Francisco","Job Title","2018-12","Research Assistant","Median Base Pay","40448","0.039"
"6884","San Francisco","Job Title","2018-12","Restaurant Manager","Median Base Pay","63918","0.044"
"6885","San Francisco","Job Title","2018-12","Security Officer","Median Base Pay","50707","0.065"
"6886","San Francisco","Job Title","2018-12","Server","Median Base Pay","39074","0.04"
"6887","San Francisco","Job Title","2018-12","Solutions Architect","Median Base Pay","136462","0.07"
"6888","San Francisco","Job Title","2018-12","Systems Engineer","Median Base Pay","104434","0.039"
"6889","San Francisco","Job Title","2018-12","Technical Support","Median Base Pay","66846","0.042"
"6890","San Francisco","Job Title","2018-12","UX Designer","Median Base Pay","108139","0.041"
"6891","Chicago","Job Title","2018-12","Software Engineer","Median Base Pay","89173","0.032"
"6892","Chicago","Job Title","2018-12","Programmer Analyst","Median Base Pay","76049","0.021"
"6893","Chicago","Job Title","2018-12","Consultant","Median Base Pay","85193","0.004"
"6894","Chicago","Job Title","2018-12","Project Manager","Median Base Pay","76251","-0.059"
"6895","Chicago","Job Title","2018-12","Store Manager","Median Base Pay","54284","0.022"
"6896","Chicago","Job Title","2018-12","Business Analyst","Median Base Pay","74703","0.006"
"6897","Chicago","Job Title","2018-12","Cashier","Median Base Pay","29536","0.056"
"6898","Chicago","Job Title","2018-12","Financial Analyst","Median Base Pay","68562","0.024"
"6899","Chicago","Job Title","2018-12","Administrative Assistant","Median Base Pay","47070","0.035"
"6900","Chicago","Job Title","2018-12","Accountant","Median Base Pay","60964","0.018"
"6901","Chicago","Job Title","2018-12","Sales Representative","Median Base Pay","52717","0.03"
"6902","Chicago","Job Title","2018-12","Professor","Median Base Pay","99721","0.019"
"6903","Chicago","Job Title","2018-12","Registered Nurse","Median Base Pay","70114","0.018"
"6904","Chicago","Job Title","2018-12","Marketing Manager","Median Base Pay","82076","0.022"
"6905","Chicago","Job Title","2018-12","Operations Manager","Median Base Pay","73618","0.013"
"6906","Chicago","Job Title","2018-12","Product Manager","Median Base Pay","102727","0.035"
"6907","Chicago","Job Title","2018-12","Sales Manager","Median Base Pay","71497","0.021"
"6908","Chicago","Job Title","2018-12","Teacher","Median Base Pay","54780","0.021"
"6909","Chicago","Job Title","2018-12","Bank Teller","Median Base Pay","32059","0.09"
"6910","Chicago","Job Title","2018-12","Customer Service Manager","Median Base Pay","61684","0.027"
"6911","Chicago","Job Title","2018-12","Physical Therapist","Median Base Pay","77660","0.007"
"6912","Chicago","Job Title","2018-12","Mechanical Engineer","Median Base Pay","76148","0.031"
"6913","Chicago","Job Title","2018-12","Recruiter","Median Base Pay","54843","0.019"
"6914","Chicago","Job Title","2018-12","Design Engineer","Median Base Pay","74910","-0.025"
"6915","Chicago","Job Title","2018-12","Pharmacy Technician","Median Base Pay","34076","0.052"
"6916","Chicago","Job Title","2018-12","Graphic Designer","Median Base Pay","52254","0.018"
"6917","Chicago","Job Title","2018-12","Web Developer","Median Base Pay","75211","0.012"
"6918","Chicago","Job Title","2018-12","Business Development Manager","Median Base Pay","73347","0.003"
"6919","Chicago","Job Title","2018-12","Data Scientist","Median Base Pay","106328","0.009"
"6920","Chicago","Job Title","2018-12","Buyer","Median Base Pay","64371","0.014"
"6921","Chicago","Job Title","2018-12","Data Analyst","Median Base Pay","65804","0.012"
"6922","Chicago","Job Title","2018-12","Electrical Engineer","Median Base Pay","81473","0.021"
"6923","Chicago","Job Title","2018-12","Attorney","Median Base Pay","111830","0.022"
"6924","Chicago","Job Title","2018-12","Human Resources Manager","Median Base Pay","83905","0.025"
"6925","Chicago","Job Title","2018-12","Technician","Median Base Pay","49871","0.046"
"6926","Chicago","Job Title","2018-12","Restaurant Cook","Median Base Pay","30577","0.035"
"6927","Chicago","Job Title","2018-12","Production Manager","Median Base Pay","70071","0.022"
"6928","Chicago","Job Title","2018-12","Manufacturing Engineer","Median Base Pay","75875","0.013"
"6929","Chicago","Job Title","2018-12","Retail Key Holder","Median Base Pay","31728","0.012"
"6930","Chicago","Job Title","2018-12","Paralegal","Median Base Pay","58326","0.018"
"6931","Chicago","Job Title","2018-12","Java Developer","Median Base Pay","84997","0.047"
"6932","Chicago","Job Title","2018-12","Warehouse Associate","Median Base Pay","45172","0.031"
"6933","Chicago","Job Title","2018-12","Property Manager","Median Base Pay","59752","0.04"
"6934","Chicago","Job Title","2018-12","Producer","Median Base Pay","63730","-0.038"
"6935","Chicago","Job Title","2018-12","Quality Engineer","Median Base Pay","76141","0.026"
"6936","Chicago","Job Title","2018-12","Operations Analyst","Median Base Pay","63979","0.031"
"6937","Chicago","Job Title","2018-12","Medical Assistant","Median Base Pay","35827","0.008"
"6938","Chicago","Job Title","2018-12","Tax Manager","Median Base Pay","103653","0.029"
"6939","Chicago","Job Title","2018-12","Technical Editor","Median Base Pay","56914","0.021"
"6940","Chicago","Job Title","2018-12","Truck Driver","Median Base Pay","59324","0.052"
"6941","Chicago","Job Title","2018-12","Insurance Agent","Median Base Pay","42041","0.002"
"6942","Chicago","Job Title","2018-12","Medical Technologist","Median Base Pay","55318","0.002"
"6943","Chicago","Job Title","2018-12","Field Engineer","Median Base Pay","70181","0.021"
"6944","Chicago","Job Title","2018-12","Machine Operator","Median Base Pay","40511","0.03"
"6945","Chicago","Job Title","2018-12","Communications Manager","Median Base Pay","78699","0.01"
"6946","Chicago","Job Title","2018-12","Construction Laborer","Median Base Pay","44794","0.049"
"6947","Chicago","Job Title","2018-12","Emergency Medical Technician","Median Base Pay","33216","0.022"
"6948","Chicago","Job Title","2018-12","Web Designer","Median Base Pay","63012","-0.009"
"6949","Chicago","Job Title","2018-12","Maintenance Worker","Median Base Pay","43747","0.04"
"6950","Chicago","Job Title","2018-12","Barista","Median Base Pay","25986","0.037"
"6951","Chicago","Job Title","2018-12","Bartender","Median Base Pay","36072","0.016"
"6952","Chicago","Job Title","2018-12","Civil Engineer","Median Base Pay","74640","0.036"
"6953","Chicago","Job Title","2018-12","Claims Adjuster","Median Base Pay","55509","0.016"
"6954","Chicago","Job Title","2018-12","Certified Nursing Assistant","Median Base Pay","30696","0.027"
"6955","Chicago","Job Title","2018-12","Customer Service Representative","Median Base Pay","41917","0.034"
"6956","Chicago","Job Title","2018-12","Delivery Driver","Median Base Pay","41858","0.024"
"6957","Chicago","Job Title","2018-12","Financial Advisor","Median Base Pay","55906","0.042"
"6958","Chicago","Job Title","2018-12","Licensed Practical Nurse","Median Base Pay","52733","0.042"
"6959","Chicago","Job Title","2018-12","Loan Officer","Median Base Pay","39685","-0.033"
"6960","Chicago","Job Title","2018-12","Maintenance Technician","Median Base Pay","48784","0.038"
"6961","Chicago","Job Title","2018-12","Material Handler","Median Base Pay","37076","0.021"
"6962","Chicago","Job Title","2018-12","IT Manager","Median Base Pay","100328","0.01"
"6963","Chicago","Job Title","2018-12","Office Manager","Median Base Pay","52625","0.028"
"6964","Chicago","Job Title","2018-12","Pharmacist","Median Base Pay","118945","-0.009"
"6965","Chicago","Job Title","2018-12","Process Engineer","Median Base Pay","82909","0.015"
"6966","Chicago","Job Title","2018-12","Program Manager","Median Base Pay","85072","0.036"
"6967","Chicago","Job Title","2018-12","Research Assistant","Median Base Pay","32649","0.02"
"6968","Chicago","Job Title","2018-12","Restaurant Manager","Median Base Pay","52646","0.025"
"6969","Chicago","Job Title","2018-12","Security Officer","Median Base Pay","37580","0.046"
"6970","Chicago","Job Title","2018-12","Server","Median Base Pay","35449","0.021"
"6971","Chicago","Job Title","2018-12","Solutions Architect","Median Base Pay","117251","0.05"
"6972","Chicago","Job Title","2018-12","Systems Engineer","Median Base Pay","83232","0.02"
"6973","Chicago","Job Title","2018-12","Technical Support","Median Base Pay","53503","0.023"
"6974","Chicago","Job Title","2018-12","UX Designer","Median Base Pay","83116","0.022"
"6975","Boston","Job Title","2018-12","Software Engineer","Median Base Pay","99466","0.044"
"6976","Boston","Job Title","2018-12","Programmer Analyst","Median Base Pay","77889","0.032"
"6977","Boston","Job Title","2018-12","Consultant","Median Base Pay","92150","0.015"
"6978","Boston","Job Title","2018-12","Project Manager","Median Base Pay","79513","-0.048"
"6979","Boston","Job Title","2018-12","Store Manager","Median Base Pay","59147","0.033"
"6980","Boston","Job Title","2018-12","Business Analyst","Median Base Pay","76715","0.017"
"6981","Boston","Job Title","2018-12","Cashier","Median Base Pay","31614","0.068"
"6982","Boston","Job Title","2018-12","Financial Analyst","Median Base Pay","70674","0.036"
"6983","Boston","Job Title","2018-12","Administrative Assistant","Median Base Pay","52368","0.047"
"6984","Boston","Job Title","2018-12","Accountant","Median Base Pay","63855","0.029"
"6985","Boston","Job Title","2018-12","Sales Representative","Median Base Pay","59615","0.041"
"6986","Boston","Job Title","2018-12","Professor","Median Base Pay","123171","0.03"
"6987","Boston","Job Title","2018-12","Registered Nurse","Median Base Pay","78110","0.029"
"6988","Boston","Job Title","2018-12","Marketing Manager","Median Base Pay","85885","0.033"
"6989","Boston","Job Title","2018-12","Operations Manager","Median Base Pay","80309","0.025"
"6990","Boston","Job Title","2018-12","Product Manager","Median Base Pay","112744","0.046"
"6991","Boston","Job Title","2018-12","Sales Manager","Median Base Pay","78683","0.032"
"6992","Boston","Job Title","2018-12","Teacher","Median Base Pay","60357","0.032"
"6993","Boston","Job Title","2018-12","Bank Teller","Median Base Pay","35571","0.102"
"6994","Boston","Job Title","2018-12","Customer Service Manager","Median Base Pay","64314","0.039"
"6995","Boston","Job Title","2018-12","Physical Therapist","Median Base Pay","79022","0.018"
"6996","Boston","Job Title","2018-12","Mechanical Engineer","Median Base Pay","84239","0.042"
"6997","Boston","Job Title","2018-12","Recruiter","Median Base Pay","59771","0.03"
"6998","Boston","Job Title","2018-12","Design Engineer","Median Base Pay","90882","-0.014"
"6999","Boston","Job Title","2018-12","Pharmacy Technician","Median Base Pay","34870","0.063"
"7000","Boston","Job Title","2018-12","Graphic Designer","Median Base Pay","57505","0.03"
"7001","Boston","Job Title","2018-12","Web Developer","Median Base Pay","82525","0.023"
"7002","Boston","Job Title","2018-12","Business Development Manager","Median Base Pay","80828","0.014"
"7003","Boston","Job Title","2018-12","Data Scientist","Median Base Pay","112208","0.021"
"7004","Boston","Job Title","2018-12","Buyer","Median Base Pay","62028","0.025"
"7005","Boston","Job Title","2018-12","Data Analyst","Median Base Pay","71996","0.023"
"7006","Boston","Job Title","2018-12","Electrical Engineer","Median Base Pay","88057","0.033"
"7007","Boston","Job Title","2018-12","Attorney","Median Base Pay","109993","0.033"
"7008","Boston","Job Title","2018-12","Human Resources Manager","Median Base Pay","89311","0.036"
"7009","Boston","Job Title","2018-12","Technician","Median Base Pay","52023","0.057"
"7010","Boston","Job Title","2018-12","Restaurant Cook","Median Base Pay","35806","0.046"
"7011","Boston","Job Title","2018-12","Production Manager","Median Base Pay","72736","0.033"
"7012","Boston","Job Title","2018-12","Manufacturing Engineer","Median Base Pay","80958","0.024"
"7013","Boston","Job Title","2018-12","Retail Key Holder","Median Base Pay","35105","0.023"
"7014","Boston","Job Title","2018-12","Paralegal","Median Base Pay","59734","0.029"
"7015","Boston","Job Title","2018-12","Java Developer","Median Base Pay","95493","0.058"
"7016","Boston","Job Title","2018-12","Warehouse Associate","Median Base Pay","49337","0.042"
"7017","Boston","Job Title","2018-12","Property Manager","Median Base Pay","67296","0.052"
"7018","Boston","Job Title","2018-12","Producer","Median Base Pay","66848","-0.027"
"7019","Boston","Job Title","2018-12","Quality Engineer","Median Base Pay","87391","0.037"
"7020","Boston","Job Title","2018-12","Operations Analyst","Median Base Pay","62854","0.042"
"7021","Boston","Job Title","2018-12","Medical Assistant","Median Base Pay","40759","0.019"
"7022","Boston","Job Title","2018-12","Tax Manager","Median Base Pay","103555","0.04"
"7023","Boston","Job Title","2018-12","Technical Editor","Median Base Pay","60920","0.033"
"7024","Boston","Job Title","2018-12","Truck Driver","Median Base Pay","62383","0.063"
"7025","Boston","Job Title","2018-12","Insurance Agent","Median Base Pay","45726","0.013"
"7026","Boston","Job Title","2018-12","Medical Technologist","Median Base Pay","65180","0.013"
"7027","Boston","Job Title","2018-12","Field Engineer","Median Base Pay","77475","0.032"
"7028","Boston","Job Title","2018-12","Machine Operator","Median Base Pay","43615","0.041"
"7029","Boston","Job Title","2018-12","Communications Manager","Median Base Pay","85093","0.022"
"7030","Boston","Job Title","2018-12","Construction Laborer","Median Base Pay","50862","0.061"
"7031","Boston","Job Title","2018-12","Emergency Medical Technician","Median Base Pay","42066","0.033"
"7032","Boston","Job Title","2018-12","Web Designer","Median Base Pay","68031","0.002"
"7033","Boston","Job Title","2018-12","Maintenance Worker","Median Base Pay","45467","0.051"
"7034","Boston","Job Title","2018-12","Barista","Median Base Pay","27911","0.048"
"7035","Boston","Job Title","2018-12","Bartender","Median Base Pay","42242","0.027"
"7036","Boston","Job Title","2018-12","Civil Engineer","Median Base Pay","76377","0.047"
"7037","Boston","Job Title","2018-12","Claims Adjuster","Median Base Pay","55337","0.027"
"7038","Boston","Job Title","2018-12","Certified Nursing Assistant","Median Base Pay","35652","0.038"
"7039","Boston","Job Title","2018-12","Customer Service Representative","Median Base Pay","46051","0.046"
"7040","Boston","Job Title","2018-12","Delivery Driver","Median Base Pay","45555","0.036"
"7041","Boston","Job Title","2018-12","Financial Advisor","Median Base Pay","63955","0.054"
"7042","Boston","Job Title","2018-12","Licensed Practical Nurse","Median Base Pay","58180","0.054"
"7043","Boston","Job Title","2018-12","Loan Officer","Median Base Pay","47289","-0.022"
"7044","Boston","Job Title","2018-12","Maintenance Technician","Median Base Pay","54554","0.05"
"7045","Boston","Job Title","2018-12","Material Handler","Median Base Pay","45222","0.032"
"7046","Boston","Job Title","2018-12","IT Manager","Median Base Pay","104608","0.021"
"7047","Boston","Job Title","2018-12","Office Manager","Median Base Pay","60030","0.04"
"7048","Boston","Job Title","2018-12","Pharmacist","Median Base Pay","118534","0.002"
"7049","Boston","Job Title","2018-12","Process Engineer","Median Base Pay","87286","0.027"
"7050","Boston","Job Title","2018-12","Program Manager","Median Base Pay","88843","0.048"
"7051","Boston","Job Title","2018-12","Research Assistant","Median Base Pay","37274","0.031"
"7052","Boston","Job Title","2018-12","Restaurant Manager","Median Base Pay","58351","0.037"
"7053","Boston","Job Title","2018-12","Security Officer","Median Base Pay","43184","0.057"
"7054","Boston","Job Title","2018-12","Server","Median Base Pay","41465","0.033"
"7055","Boston","Job Title","2018-12","Solutions Architect","Median Base Pay","120720","0.062"
"7056","Boston","Job Title","2018-12","Systems Engineer","Median Base Pay","89797","0.032"
"7057","Boston","Job Title","2018-12","Technical Support","Median Base Pay","58861","0.035"
"7058","Boston","Job Title","2018-12","UX Designer","Median Base Pay","89298","0.033"
"7059","Washington DC","Job Title","2018-12","Software Engineer","Median Base Pay","97470","0.035"
"7060","Washington DC","Job Title","2018-12","Programmer Analyst","Median Base Pay","80534","0.023"
"7061","Washington DC","Job Title","2018-12","Consultant","Median Base Pay","81698","0.007"
"7062","Washington DC","Job Title","2018-12","Project Manager","Median Base Pay","84280","-0.056"
"7063","Washington DC","Job Title","2018-12","Store Manager","Median Base Pay","57494","0.024"
"7064","Washington DC","Job Title","2018-12","Business Analyst","Median Base Pay","78070","0.009"
"7065","Washington DC","Job Title","2018-12","Cashier","Median Base Pay","29725","0.059"
"7066","Washington DC","Job Title","2018-12","Financial Analyst","Median Base Pay","73779","0.027"
"7067","Washington DC","Job Title","2018-12","Administrative Assistant","Median Base Pay","50157","0.038"
"7068","Washington DC","Job Title","2018-12","Accountant","Median Base Pay","66057","0.021"
"7069","Washington DC","Job Title","2018-12","Sales Representative","Median Base Pay","56053","0.032"
"7070","Washington DC","Job Title","2018-12","Professor","Median Base Pay","100118","0.022"
"7071","Washington DC","Job Title","2018-12","Registered Nurse","Median Base Pay","72241","0.021"
"7072","Washington DC","Job Title","2018-12","Marketing Manager","Median Base Pay","80539","0.025"
"7073","Washington DC","Job Title","2018-12","Operations Manager","Median Base Pay","78638","0.016"
"7074","Washington DC","Job Title","2018-12","Product Manager","Median Base Pay","111706","0.038"
"7075","Washington DC","Job Title","2018-12","Sales Manager","Median Base Pay","72116","0.024"
"7076","Washington DC","Job Title","2018-12","Teacher","Median Base Pay","59819","0.024"
"7077","Washington DC","Job Title","2018-12","Bank Teller","Median Base Pay","35276","0.093"
"7078","Washington DC","Job Title","2018-12","Customer Service Manager","Median Base Pay","60316","0.03"
"7079","Washington DC","Job Title","2018-12","Physical Therapist","Median Base Pay","83409","0.01"
"7080","Washington DC","Job Title","2018-12","Mechanical Engineer","Median Base Pay","80718","0.033"
"7081","Washington DC","Job Title","2018-12","Recruiter","Median Base Pay","62329","0.022"
"7082","Washington DC","Job Title","2018-12","Design Engineer","Median Base Pay","83636","-0.022"
"7083","Washington DC","Job Title","2018-12","Pharmacy Technician","Median Base Pay","34118","0.055"
"7084","Washington DC","Job Title","2018-12","Graphic Designer","Median Base Pay","57842","0.021"
"7085","Washington DC","Job Title","2018-12","Web Developer","Median Base Pay","85952","0.015"
"7086","Washington DC","Job Title","2018-12","Business Development Manager","Median Base Pay","86645","0.005"
"7087","Washington DC","Job Title","2018-12","Data Scientist","Median Base Pay","105903","0.012"
"7088","Washington DC","Job Title","2018-12","Buyer","Median Base Pay","61536","0.017"
"7089","Washington DC","Job Title","2018-12","Data Analyst","Median Base Pay","73519","0.015"
"7090","Washington DC","Job Title","2018-12","Electrical Engineer","Median Base Pay","88096","0.024"
"7091","Washington DC","Job Title","2018-12","Attorney","Median Base Pay","134247","0.025"
"7092","Washington DC","Job Title","2018-12","Human Resources Manager","Median Base Pay","86079","0.027"
"7093","Washington DC","Job Title","2018-12","Technician","Median Base Pay","52908","0.049"
"7094","Washington DC","Job Title","2018-12","Restaurant Cook","Median Base Pay","32404","0.038"
"7095","Washington DC","Job Title","2018-12","Production Manager","Median Base Pay","72480","0.025"
"7096","Washington DC","Job Title","2018-12","Manufacturing Engineer","Median Base Pay","79246","0.016"
"7097","Washington DC","Job Title","2018-12","Retail Key Holder","Median Base Pay","32965","0.015"
"7098","Washington DC","Job Title","2018-12","Paralegal","Median Base Pay","59869","0.02"
"7099","Washington DC","Job Title","2018-12","Java Developer","Median Base Pay","84887","0.05"
"7100","Washington DC","Job Title","2018-12","Warehouse Associate","Median Base Pay","43628","0.034"
"7101","Washington DC","Job Title","2018-12","Property Manager","Median Base Pay","65121","0.043"
"7102","Washington DC","Job Title","2018-12","Producer","Median Base Pay","69729","-0.035"
"7103","Washington DC","Job Title","2018-12","Quality Engineer","Median Base Pay","83201","0.029"
"7104","Washington DC","Job Title","2018-12","Operations Analyst","Median Base Pay","73805","0.034"
"7105","Washington DC","Job Title","2018-12","Medical Assistant","Median Base Pay","38300","0.011"
"7106","Washington DC","Job Title","2018-12","Tax Manager","Median Base Pay","112040","0.031"
"7107","Washington DC","Job Title","2018-12","Technical Editor","Median Base Pay","66275","0.024"
"7108","Washington DC","Job Title","2018-12","Truck Driver","Median Base Pay","55831","0.055"
"7109","Washington DC","Job Title","2018-12","Insurance Agent","Median Base Pay","45829","0.004"
"7110","Washington DC","Job Title","2018-12","Medical Technologist","Median Base Pay","59004","0.005"
"7111","Washington DC","Job Title","2018-12","Field Engineer","Median Base Pay","74781","0.024"
"7112","Washington DC","Job Title","2018-12","Machine Operator","Median Base Pay","45032","0.033"
"7113","Washington DC","Job Title","2018-12","Communications Manager","Median Base Pay","85358","0.013"
"7114","Washington DC","Job Title","2018-12","Construction Laborer","Median Base Pay","41655","0.052"
"7115","Washington DC","Job Title","2018-12","Emergency Medical Technician","Median Base Pay","42570","0.024"
"7116","Washington DC","Job Title","2018-12","Web Designer","Median Base Pay","68592","-0.006"
"7117","Washington DC","Job Title","2018-12","Maintenance Worker","Median Base Pay","42719","0.043"
"7118","Washington DC","Job Title","2018-12","Barista","Median Base Pay","27038","0.04"
"7119","Washington DC","Job Title","2018-12","Bartender","Median Base Pay","37951","0.019"
"7120","Washington DC","Job Title","2018-12","Civil Engineer","Median Base Pay","78448","0.039"
"7121","Washington DC","Job Title","2018-12","Claims Adjuster","Median Base Pay","55103","0.018"
"7122","Washington DC","Job Title","2018-12","Certified Nursing Assistant","Median Base Pay","32725","0.03"
"7123","Washington DC","Job Title","2018-12","Customer Service Representative","Median Base Pay","42410","0.037"
"7124","Washington DC","Job Title","2018-12","Delivery Driver","Median Base Pay","42102","0.027"
"7125","Washington DC","Job Title","2018-12","Financial Advisor","Median Base Pay","58645","0.045"
"7126","Washington DC","Job Title","2018-12","Licensed Practical Nurse","Median Base Pay","50362","0.045"
"7127","Washington DC","Job Title","2018-12","Loan Officer","Median Base Pay","48393","-0.03"
"7128","Washington DC","Job Title","2018-12","Maintenance Technician","Median Base Pay","51482","0.041"
"7129","Washington DC","Job Title","2018-12","Material Handler","Median Base Pay","39381","0.024"
"7130","Washington DC","Job Title","2018-12","IT Manager","Median Base Pay","106060","0.012"
"7131","Washington DC","Job Title","2018-12","Office Manager","Median Base Pay","57421","0.031"
"7132","Washington DC","Job Title","2018-12","Pharmacist","Median Base Pay","122383","-0.006"
"7133","Washington DC","Job Title","2018-12","Process Engineer","Median Base Pay","86611","0.018"
"7134","Washington DC","Job Title","2018-12","Program Manager","Median Base Pay","98950","0.039"
"7135","Washington DC","Job Title","2018-12","Research Assistant","Median Base Pay","35223","0.023"
"7136","Washington DC","Job Title","2018-12","Restaurant Manager","Median Base Pay","55944","0.028"
"7137","Washington DC","Job Title","2018-12","Security Officer","Median Base Pay","48758","0.049"
"7138","Washington DC","Job Title","2018-12","Server","Median Base Pay","36328","0.024"
"7139","Washington DC","Job Title","2018-12","Solutions Architect","Median Base Pay","124319","0.053"
"7140","Washington DC","Job Title","2018-12","Systems Engineer","Median Base Pay","92765","0.023"
"7141","Washington DC","Job Title","2018-12","Technical Support","Median Base Pay","58533","0.026"
"7142","Washington DC","Job Title","2018-12","UX Designer","Median Base Pay","89940","0.025"
"8270","Atlanta","Job Title","2018-10","Software Engineer","Median Base Pay","$ 86,019","3.3%"
"8271","Atlanta","Job Title","2018-10","Programmer Analyst","Median Base Pay","$ 74,781","5.0%"
"8272","Atlanta","Job Title","2018-10","Consultant","Median Base Pay","$ 83,262","0.4%"
"8273","Atlanta","Job Title","2018-10","Project Manager","Median Base Pay","$ 75,673","-3.9%"
"8274","Atlanta","Job Title","2018-10","Store Manager","Median Base Pay","$ 52,233","2.6%"
"8275","Atlanta","Job Title","2018-10","Business Analyst","Median Base Pay","$ 73,065","1.7%"
"8276","Atlanta","Job Title","2018-10","Cashier","Median Base Pay","$ 26,927","5.6%"
"8277","Atlanta","Job Title","2018-10","Financial Analyst","Median Base Pay","$ 65,940","2.5%"
"8278","Atlanta","Job Title","2018-10","Administrative Assistant","Median Base Pay","$ 43,218","3.5%"
"8279","Atlanta","Job Title","2018-10","Accountant","Median Base Pay","$ 58,288","2.2%"
"8280","Atlanta","Job Title","2018-10","Sales Representative","Median Base Pay","$ 51,966","3.4%"
"8281","Atlanta","Job Title","2018-10","Professor","Median Base Pay","$ 90,395","1.9%"
"8282","Atlanta","Job Title","2018-10","Registered Nurse","Median Base Pay","$ 65,817","2.2%"
"8283","Atlanta","Job Title","2018-10","Marketing Manager","Median Base Pay","$ 76,613","2.0%"
"8284","Atlanta","Job Title","2018-10","Operations Manager","Median Base Pay","$ 72,625","0.8%"
"8285","Atlanta","Job Title","2018-10","Product Manager","Median Base Pay","$ 101,114","3.4%"
"8286","Atlanta","Job Title","2018-10","Sales Manager","Median Base Pay","$ 67,551","2.7%"
"8287","Atlanta","Job Title","2018-10","Teacher","Median Base Pay","$ 49,221","2.5%"
"8288","Atlanta","Job Title","2018-10","Bank Teller","Median Base Pay","$ 32,435","8.4%"
"8289","Atlanta","Job Title","2018-10","Customer Service Manager","Median Base Pay","$ 56,589","3.1%"
"8290","Atlanta","Job Title","2018-10","Physical Therapist","Median Base Pay","$ 77,152","-0.1%"
"8291","Atlanta","Job Title","2018-10","Mechanical Engineer","Median Base Pay","$ 75,091","2.7%"
"8292","Atlanta","Job Title","2018-10","Recruiter","Median Base Pay","$ 53,832","2.0%"
"8293","Atlanta","Job Title","2018-10","Design Engineer","Median Base Pay","$ 72,132","2.5%"
"8294","Atlanta","Job Title","2018-10","Pharmacy Technician","Median Base Pay","$ 30,623","5.7%"
"8295","Atlanta","Job Title","2018-10","Graphic Designer","Median Base Pay","$ 51,987","2.8%"
"8296","Atlanta","Job Title","2018-10","Web Developer","Median Base Pay","$ 76,038","2.1%"
"8297","Atlanta","Job Title","2018-10","Business Development Manager","Median Base Pay","$ 76,632","2.9%"
"8298","Atlanta","Job Title","2018-10","Data Scientist","Median Base Pay","$ 98,614","0.6%"
"8299","Atlanta","Job Title","2018-10","Buyer","Median Base Pay","$ 60,722","3.5%"
"8300","Atlanta","Job Title","2018-10","Data Analyst","Median Base Pay","$ 65,466","1.9%"
"8301","Atlanta","Job Title","2018-10","Electrical Engineer","Median Base Pay","$ 77,410","1.6%"
